id,chrom,branch,bias,tissue_number,testis_value,ovary_value,adj_pvalue
CG14748,chr2R,0,unbiased,2,1.87,1.78,0.62602028
CG14747,chr2R,0,unbiased,0,1.93,1.73,0.250819411
CG14745,chr2R,0,unbiased,6,2.72,3.14,0.274922664
CG14744,chr2R,0,male,1,5.86,2.04,1.65E-18
CG14743,chr2R,0,male,2,5.8,2.47,2.80E-23
CG14741,chr3R,0,male,2,2.9,2,1.41E-05
CG1474,chrX,0,female,12,8.09,8.7,0.00122196
CG14739,chr3R,0,male,3,11.23,2.18,5.02E-24
CG14714,chr3R,0,female,10,3.49,5.05,5.62E-10
CG14713,chr3R,0,unbiased,2,2.38,3.08,6.00E-05
CG14691,chr3R,0,male,1,7.86,1.78,9.48E-26
CG14690,chr3R,0,male,2,11.81,1.79,2.61E-23
CG1469,chr3R,0,female,12,11.7,12.05,3.42E-05
CG14689,chr3R,0,male,2,10.14,1.86,1.02E-18
CG14688,chr3R,0,female,12,3.89,7.81,1.73E-16
CG14687,chr3R,0,male,9,6.49,5.08,1.21E-10
CG14686,chr3R,0,unbiased,0,1.64,1.85,0.160659596
CG14685,chr3R,0,female,9,4.06,4.88,0.000296252
CG14684,chr3R,0,male,2,8.77,1.77,2.21E-28
CG14683,chr3R,0,female,12,6.61,8.81,1.02E-20
CG14693,chr3R,0,male,2,7.63,2.17,6.41E-27
CG14694,chr3R,0,male,6,4.09,2.7,1.78E-05
CG14712,chr3R,0,female,12,2.41,4.96,8.24E-11
CG14711,chr3R,0,female,12,6.42,8.56,4.13E-16
CG14710,chr3R,0,female,11,4.31,7.63,3.50E-17
CG1471,chr3R,0,male,6,4.21,2.43,5.55E-07
CG14709,chr3R,0,male,2,4.1,1.45,4.62E-18
CG14704,chr3R,0,unbiased,12,3.14,3.25,0.666637889
CG14701,chr3R,0,female,3,1.91,5.13,4.60E-21
CG1470,chr3R,0,unbiased,2,2.16,2.45,0.222319615
CG14696,chr3R,0,male,8,3.73,1.87,9.23E-10
CG14695,chr3R,0,unbiased,1,2.09,2.39,0.338117461
CG14681,chr3R,0,NA,NA,NA,NA,NA
CG14829,chr3L,0,unbiased,1,2.06,1.92,0.415478891
CG14812,chrX,0,female,12,7.1,8.99,4.57E-21
CG14808,chrX,0,unbiased,1,2.14,2.79,0.000594077
CG14806,chrX,0,female,12,8.45,9.64,9.34E-15
CG14805,chrX,0,female,12,5,9.75,2.49E-28
CG14804,chrX,0,female,12,7.99,10.28,1.14E-20
CG14803,chrX,0,female,5,2.92,7.06,3.74E-23
CG14802,chrX,0,female,12,7.35,8.81,1.47E-11
CG14801,chrX,0,male,4,9.07,3.79,5.00E-22
CG1480,chr3R,0,unbiased,0,1.52,1.79,0.056277362
CG14797,chrX,0,unbiased,0,1.81,2.26,0.01389236
CG14813,chrX,0,female,12,8.53,9.08,2.99E-06
CG14814,chrX,0,female,5,4.79,10.5,1.03E-26
CG14827,chr3L,0,unbiased,0,2.3,2.74,0.004260828
CG14826,chr3L,0,male,1,3.42,2.25,1.30E-08
CG14825,chr3L,0,unbiased,0,2.42,2.13,0.041830097
CG14823,chr3L,0,unbiased,1,2.13,2,0.311340276
CG14821,chr3L,0,unbiased,2,1.73,1.95,0.137987993
CG14820,chr3L,0,unbiased,3,2.13,1.82,0.177047369
CG14818,chrX,0,female,12,7.91,8.22,0.029828093
CG14817,chrX,0,female,12,7.11,9.44,1.17E-20
CG14816,chrX,0,female,12,7.33,10.33,1.21E-21
CG14815,chrX,0,male,12,8.83,8.48,0.005907581
CG14796,chrX,0,female,4,2.34,8.27,4.90E-16
CG14795,chrX,0,unbiased,1,1.91,2.55,0.000297805
CG14773,chrX,0,unbiased,0,1.54,1.75,0.11517402
CG14770,chrX,0,unbiased,0,2.33,2.24,0.593278837
CG14767,chr2R,0,female,12,8.63,9.96,2.20E-20
CG14764,chr2R,0,female,12,4.57,9.69,3.33E-33
CG14763,chr2R,0,male,3,10.59,2.47,2.66E-21
CG14762,chr2R,0,unbiased,4,1.7,1.63,0.750977916
CG14760,chr2R,0,unbiased,0,2.18,2.27,0.589821948
CG14757,chr2R,0,male,8,10.12,4.07,1.15E-14
CG14756,chr2R,0,unbiased,0,1.83,2.08,0.306874061
CG14755,chr2R,0,unbiased,3,1.49,1.69,0.192267794
CG14777,chrX,0,female,11,2.64,4.69,2.14E-14
CG14778,chrX,0,unbiased,4,2.36,2.43,0.741264853
CG14792,chrX,0,female,12,10.73,13.67,2.97E-33
CG14789,chrX,0,female,12,3.15,7.09,9.20E-20
CG14788,chrX,0,female,10,4.08,9.05,4.07E-23
CG14787,chrX,0,unbiased,2,1.95,2.44,0.003494726
CG14786,chrX,0,female,9,2.49,4.67,1.53E-16
CG14782,chrX,0,female,12,8.59,9.31,2.01E-09
CG14781,chrX,0,female,2,2.76,8.07,1.30E-29
CG14780,chrX,0,unbiased,1,2.25,2.66,0.00598233
CG1478,chrX,0,female,2,2.29,13.66,8.13E-27
CG14779,chrX,0,female,12,7.81,9.38,2.23E-11
CG14752,chr2R,0,unbiased,1,3.43,3.74,0.159618966
CG14618,chrX,0,female,8,3.69,7.74,4.86E-23
CG14593,chr2R,0,male,1,2.93,2.5,0.008275494
CG14591,chr2R,0,male,5,5.98,1.98,3.02E-21
CG14590,chr2R,0,male,4,3.03,1.96,8.30E-05
CG14589,chr2R,0,male,3,11.04,2.42,2.22E-20
CG14586,chr3L,0,unbiased,0,1.77,2.02,0.031186866
CG14585,chr3L,0,unbiased,1,1.98,1.9,0.607975978
CG14583,chrX,0,unbiased,0,1.45,1.62,0.16730646
CG1458,chr3R,0,female,12,9.4,10.24,1.51E-11
CG14577,chr3L,0,female,12,5.42,8.06,5.65E-20
CG14575,chr3L,0,unbiased,5,1.72,2.11,0.018977499
CG14598,chr3R,0,unbiased,1,1.34,1.36,0.868689323
CG14606,chr3R,0,unbiased,3,2.03,2.21,0.517288346
CG14617,chrX,0,male,6,7.72,4.63,1.59E-20
CG14616,chrX,0,female,12,4.24,5.77,1.47E-18
CG14615,chrX,0,female,8,2.13,4.29,4.71E-11
CG14614,chrX,0,female,12,4.4,8,6.31E-23
CG14613,chrX,0,unbiased,12,8.26,8.11,0.477580309
CG14612,chr3R,0,male,1,9.4,2.31,1.62E-19
CG1461,chrX,0,unbiased,3,2.23,2.51,0.140920536
CG14609,chr3R,0,male,2,10.22,2.25,5.55E-19
CG14608,chr3R,0,unbiased,0,1.49,1.66,0.18972864
CG14607,chr3R,0,unbiased,0,2.43,2.54,0.489305088
CG14574,chr3L,0,unbiased,0,1.74,2.25,0.003688173
CG14573,chr3L,0,unbiased,0,1.92,2.44,0.000161295
CG14551,chr3R,0,male,1,3.78,2.07,9.37E-11
CG14550,chr3R,0,female,10,6.62,8.7,2.66E-18
CG1455,chr3R,0,unbiased,6,2.07,1.94,0.511134354
CG14549,chr3R,0,female,6,6.65,7.4,0.006022817
CG14548,chr3R,0,unbiased,5,2.44,4.15,1.45E-07
CG14546,chr3R,0,male,2,9.94,2.08,1.18E-21
CG14545,chr3R,0,female,3,2.58,11.61,2.38E-36
CG14544,chr3R,0,female,7,2.52,6.34,7.19E-20
CG14543,chr3R,0,female,12,6.59,7.62,1.17E-05
CG14542,chr3R,0,female,12,8.28,9.15,1.11E-11
CG14556,chr3R,0,male,2,10.31,1.71,1.42E-20
CG14561,chr3L,0,female,4,5.89,7.21,1.96E-08
CG14572,chr3L,0,unbiased,0,1.68,1.71,0.883469002
CG14570,chr3L,0,unbiased,0,2.14,2.88,1.19E-06
CG14569,chr3L,0,unbiased,0,1.64,1.77,0.494851085
CG14568,chr3L,0,unbiased,0,2.48,2.48,0.972683921
CG14567,chr3L,0,unbiased,5,2.94,3.28,0.194028877
CG14566,chr3L,0,unbiased,0,2.18,2.49,0.112736699
CG14565,chr3L,0,unbiased,0,1.66,1.8,0.312109174
CG14564,chr3L,0,unbiased,0,2.81,3.48,0.000285174
CG14563,chr3L,0,unbiased,0,1.96,2.12,0.299896905
CG14562,chr3L,0,female,9,4.37,6.26,2.16E-13
CG14541,chr3R,0,unbiased,0,1.94,2.16,0.226288251
CG14680,chr3R,0,unbiased,10,2.76,2.67,0.634261334
CG14658,chr3R,0,male,2,10.09,2.22,1.66E-19
CG14657,chr3R,0,female,12,4.83,7.83,1.07E-19
CG14656,chr3R,0,unbiased,1,1.79,1.97,0.310910808
CG14655,chr3R,0,male,8,3.52,2.87,0.003598773
CG14654,chr3R,0,unbiased,0,1.77,1.9,0.372120959
CG14651,chr3R,0,male,1,6.52,1.75,2.29E-23
CG14650,chr3R,0,female,12,8.23,8.7,0.001527077
CG14648,chr3R,0,female,12,10.29,11.71,2.56E-19
CG14647,chr3R,0,female,12,7.16,10.25,2.94E-25
CG14646,chr3R,0,female,12,6.07,8.18,1.15E-21
CG14660,chr3R,0,male,1,7.92,2.13,3.15E-22
CG14661,chr3R,0,unbiased,4,1.93,2.4,0.01993304
CG14675,chr3R,0,male,2,8.14,2.02,8.94E-20
CG14674,chr3R,0,unbiased,0,1.54,1.76,0.045378366
CG14672,chr3R,0,female,12,8.51,9.27,7.96E-07
CG14671,chr3R,0,female,12,4.64,7.94,1.64E-21
CG14670,chr3R,0,female,12,6.61,8.8,4.32E-17
CG1467,chrX,0,female,12,7.29,7.84,0.000886682
CG14669,chr3R,0,male,2,2.57,2.14,0.007841854
CG14667,chr3R,0,female,11,6.12,7.78,4.90E-17
CG14666,chr3R,0,unbiased,0,1.6,2.68,3.70E-08
CG14662,chr3R,0,male,4,7.12,2.59,1.34E-17
CG14645,chr3R,0,unbiased,3,2.25,2.98,0.482197745
CG14644,chr3R,0,male,2,10.17,2,2.26E-23
CG1463,chrX,0,female,12,2.2,4.91,1.28E-17
CG14629,chrX,0,unbiased,8,3.97,3.4,0.013581994
CG14627,chrX,0,unbiased,1,2.31,2.1,0.070367769
CG14626,chrX,0,unbiased,0,1.61,1.82,0.065138435
CG14625,chrX,0,unbiased,0,1.45,1.75,0.047834636
CG14624,chrX,0,unbiased,0,2.4,2.71,0.073383586
CG14622,chrX,0,female,9,5.64,9.14,4.49E-20
CG14621,chrX,0,unbiased,12,7.54,7.85,0.110466656
CG14620,chrX,0,male,1,8.27,2.37,1.11E-18
CG1462,chr3R,0,female,8,6.91,8.08,8.67E-08
CG14630,chrX,0,NA,NA,NA,NA,NA
CG14631,chrX,0,male,2,8.31,2.18,1.79E-21
CG14643,chr3R,0,unbiased,3,1.76,1.99,0.328872868
CG14642,chr3R,0,male,9,6.25,2.02,2.55E-24
CG14641,chr3R,0,female,12,9.25,9.78,5.59E-09
CG14640,chr3R,0,unbiased,0,2.68,2.41,0.028482311
CG1464,chr4,0,unbiased,1,2.17,2.57,0.017092015
CG14639,chr3R,0,unbiased,0,1.65,1.93,0.15023514
CG14637,chr3R,0,male,12,8.53,6.95,2.37E-10
CG14636,chr3R,0,male,4,5,3.55,1.23E-06
CG14633,chrX,0,unbiased,0,1.65,2.25,1.78E-05
CG14632,chrX,0,unbiased,0,1.36,1.63,0.020503914
CG14619,chrX,0,male,12,9.58,7.13,5.18E-18
CG14247,chr3R,0,unbiased,0,2.44,2.72,0.094548689
CG13905,chr3L,0,unbiased,2,1.98,2.31,0.124741641
CG13887,chr3L,0,female,12,9.47,10.18,4.43E-10
CG13886,chr3L,0,male,11,8.4,7.35,6.32E-07
CG13885,chr3L,0,unbiased,0,2.71,3.2,0.02506806
CG13882,chr3L,0,unbiased,0,1.46,1.99,9.66E-05
CG13881,chr3L,0,unbiased,0,1.85,1.75,0.450391547
CG13880,chr3L,0,female,12,6.87,10.17,2.88E-25
CG13879,chr3L,0,unbiased,11,7.88,8.22,0.117399959
CG13877,chr3L,0,unbiased,8,3.63,3.07,0.127662735
CG13876,chr3L,0,female,12,5.09,5.58,0.0317003
CG13875,chr3L,0,unbiased,3,1.55,1.96,0.015291398
CG13888,chr3L,0,unbiased,0,1.86,2.7,1.21E-07
CG13889,chr3L,0,male,1,7.49,2.12,1.14E-24
CG13902,chr3L,0,female,11,3.11,5.41,6.20E-17
CG13901,chr3L,0,male,9,8.87,6.47,1.06E-12
CG13900,chr3L,0,female,12,5.94,10.03,2.54E-25
CG13897,chr3L,0,female,12,3.65,6.84,1.19E-14
CG13895,chr3L,0,female,6,2.74,5.24,3.93E-13
CG13894,chr3L,0,unbiased,2,1.97,2.23,0.10115371
CG13893,chr3L,0,unbiased,12,5.6,5.64,0.866226298
CG13892,chr3L,0,female,10,5.45,7.36,5.07E-11
CG13890,chr3L,0,female,12,7.36,9.53,1.91E-18
CG1389,chr2R,0,female,2,1.67,8.62,1.19E-32
CG13874,chr2R,0,unbiased,2,1.58,1.99,0.016592954
CG13873,chr2R,0,unbiased,3,2.27,2.41,0.652894746
CG13855,chr3R,0,male,3,9.56,1.92,2.67E-18
CG13852,chr3R,0,female,12,7.87,8.47,0.00069097
CG13850,chr3R,0,female,12,6.53,8.73,1.64E-15
CG1385,chr2R,0,female,5,1.86,6.62,1.31E-05
CG13849,chr3R,0,female,12,6.95,11.11,4.82E-27
CG13848,chr3R,0,female,10,3.79,6.56,7.32E-16
CG13847,chr3R,0,male,1,3.28,2.09,1.17E-06
CG13843,chr3R,0,male,2,10.2,1.59,5.24E-20
CG13842,chr3R,0,unbiased,0,2.54,1.66,3.74E-07
CG13841,chr3R,0,unbiased,2,1.36,1.64,0.127141515
CG13856,chr3R,0,unbiased,2,2.16,2.46,0.071489
CG13857,chr3R,0,unbiased,0,2.42,2.38,0.826032452
CG13872,chr2R,0,male,2,10.06,2.01,1.16E-21
CG13871,chr2R,0,male,1,7.67,1.62,2.04E-16
CG13870,chr2R,0,male,2,9.19,2.35,2.52E-19
CG1387,chrX,0,male,2,9.18,2.18,8.38E-30
CG13869,chr2R,0,unbiased,0,2.24,2.43,0.295498794
CG13868,chr2R,0,unbiased,8,0.86,0.98,0.442197723
CG13867,chr2R,0,female,12,6.27,8.23,1.32E-17
CG13865,chrX,0,female,12,5.35,8.8,8.96E-20
CG1386,chrX,0,unbiased,3,1.74,2.16,0.08440959
CG13858,chr3R,0,unbiased,0,2.08,2.56,0.000294134
CG13840,chr3R,0,unbiased,0,1.62,1.97,0.006967201
CG13972,chr3R,0,unbiased,0,1.5,1.97,2.89E-05
CG13952,chr2R,0,unbiased,0,1.9,2.29,0.005014809
CG13951,chr2R,0,unbiased,10,7.5,7.44,0.787731148
CG13950,chr2L,0,unbiased,3,1.93,2,0.679206108
CG1395,chr3R,0,female,5,1.78,11.1,1.17E-33
CG13949,chr2L,0,male,2,7.1,1.65,6.61E-27
CG13948,chr2L,0,unbiased,0,1.63,1.96,0.041115498
CG13941,chr2R,0,female,9,1.93,5.3,5.62E-17
CG13939,chr2R,0,unbiased,0,1.84,1.76,0.554885977
CG13937,chr3L,0,unbiased,7,2.84,2.53,0.079407566
CG13936,chr3L,0,unbiased,0,2.34,2.21,0.400309545
CG13953,chr2R,0,unbiased,0,1.95,2.41,0.005016695
CG13954,chr2R,0,unbiased,0,2.15,2.06,0.594064122
CG13970,chr2L,0,male,1,5.12,2.55,3.92E-18
CG1397,chrX,0,unbiased,4,1.69,2.1,0.068489041
CG13969,chr2L,0,male,11,7.12,5.96,4.86E-05
CG13968,chr2L,0,unbiased,4,0.64,0.76,0.615098146
CG13966,chr2L,0,unbiased,0,2.33,2.42,0.625980373
CG13964,chr2L,0,unbiased,0,2.02,2.41,0.090206375
CG13958,chr2L,0,unbiased,0,2.76,1.95,4.93E-08
CG13957,chrX,0,female,9,2.63,5.38,5.28E-15
CG13956,chrX,0,female,12,3.59,9.33,1.41E-26
CG13955,chr2R,0,unbiased,0,1.58,1.9,0.01793096
CG13935,chr3L,0,unbiased,3,1.82,1.93,0.655244746
CG13934,chr3L,0,unbiased,1,1.56,2.22,9.51E-05
CG13920,chr3L,0,unbiased,8,3.78,3.47,0.076834051
CG13919,chr3L,0,female,12,3.39,4.75,1.86E-09
CG13917,chr3L,0,female,4,3.23,4.48,9.26E-10
CG13916,chr3L,0,male,2,6.23,2.13,8.77E-21
CG13914,chr3L,0,female,3,7.11,8.67,1.93E-11
CG13913,chr3L,0,unbiased,0,1.87,2.28,0.04375949
CG13912,chr3L,0,unbiased,6,1.95,2.97,9.87E-05
CG1391,chrX,0,female,12,6.1,8.99,4.27E-27
CG13908,chr3L,0,unbiased,2,1.55,2.15,0.047940193
CG13907,chr3L,0,female,11,3.72,8.85,4.03E-30
CG13921,chr3L,0,female,4,2.11,7.77,2.57E-31
CG13922,chr3L,0,female,11,5.13,9.02,7.22E-26
CG13933,chr3L,0,female,12,4.64,6.44,2.09E-13
CG13931,chr3L,0,unbiased,0,1.77,2.29,0.000722643
CG13930,chr3L,0,unbiased,0,1.91,2.07,0.229786282
CG13929,chr3L,0,female,12,4.49,7.95,1.35E-20
CG13928,chr3L,0,male,4,3.98,2.02,2.86E-13
CG13927,chr3L,0,unbiased,3,2.14,2,0.514686472
CG13926,chr3L,0,female,11,5.58,6.8,2.41E-07
CG13925,chr3L,0,unbiased,0,2.26,2.98,1.02E-05
CG13924,chr3L,0,unbiased,0,1.74,2.16,0.050060148
CG13923,chr3L,0,female,12,2.92,5.88,6.72E-16
CG13906,chr3L,0,unbiased,0,1.25,1.46,0.121643484
CG13742,chr2R,0,female,2,2.63,6.66,5.22E-23
CG13720,chr3L,0,unbiased,0,1.41,1.68,0.051614474
CG1372,chrX,0,female,2,2.07,10.26,7.17E-35
CG13719,chr3L,0,unbiased,0,1.81,2.29,0.005145765
CG13717,chr3L,0,unbiased,2,2.32,1.87,0.002478438
CG13716,chr3L,0,unbiased,4,1.48,1.79,0.213207902
CG13715,chr3L,0,unbiased,1,1.55,1.85,0.180274562
CG13713,chr3L,0,unbiased,0,1.77,2.06,0.029988929
CG13712,chr3L,0,unbiased,0,1.63,1.61,0.888299967
CG13711,chr3L,0,unbiased,0,1.79,2.02,0.083783605
CG1371,chr2R,0,female,12,8.08,9.1,9.17E-14
CG13721,chr3L,0,unbiased,0,1.54,1.94,0.01772114
CG13722,chr3L,0,female,3,2.71,3.19,0.003335222
CG13741,chr2R,0,female,3,3.14,8.5,7.21E-28
CG1374,chr2L,0,male,4,3.56,2.69,0.000300544
CG13739,chr2R,0,unbiased,0,1.57,1.92,0.008131593
CG13737,chr3L,0,female,5,2.12,4.94,9.67E-16
CG13733,chr3L,0,male,2,11.1,2.26,1.75E-19
CG1373,chr3R,0,unbiased,2,1.4,1.68,0.767126775
CG13728,chr3L,0,unbiased,0,1.77,1.83,0.667088474
CG13727,chr3L,0,unbiased,0,1.48,1.85,0.036690885
CG13726,chr3L,0,unbiased,0,1.82,2.15,0.007942242
CG13724,chr3L,0,unbiased,0,2.52,2.6,0.615161032
CG13708,chr3L,0,unbiased,1,2.25,2.71,0.012640009
CG13707,chr3L,0,unbiased,5,1.87,1.93,0.828986034
CG13688,chr2L,0,female,12,4.73,9.85,9.63E-27
CG13687,chr2L,0,male,4,3.81,1.93,2.53E-11
CG13685,chr3L,0,unbiased,1,2.08,2.43,0.032917318
CG13681,chr3L,0,unbiased,6,1.95,2.5,0.007744993
CG1368,chrX,0,male,2,3.96,3.39,0.006129813
CG13678,chr3L,0,unbiased,0,1.72,1.88,0.405756602
CG13676,chr3L,0,female,3,2.15,3,1.01E-05
CG13675,chr3L,0,unbiased,0,1.74,2.04,0.028403472
CG13674,chr3L,0,NA,NA,NA,NA,NA
CG13672,chr3L,0,unbiased,0,1.48,2.01,0.000737012
CG13690,chr2L,0,female,2,2.2,8.72,4.80E-34
CG13691,chr2L,0,unbiased,0,1.96,2.29,0.033717857
CG13705,chr3L,0,unbiased,0,2.77,2.81,0.893220343
CG13704,chr3L,0,male,9,3.47,2.79,0.003707723
CG13702,chr3L,0,unbiased,0,2.25,2.24,0.870244788
CG13701,chr3L,0,unbiased,3,1.13,1.52,0.024665402
CG13699,chr3L,0,unbiased,0,1.45,1.81,0.005380914
CG13698,chr3L,0,female,10,5.44,6.81,1.17E-08
CG13695,chr3L,0,male,8,10.26,3.52,1.29E-14
CG13694,chr2L,0,unbiased,0,2.19,2.01,0.215999508
CG13693,chr2L,0,male,2,9.93,1.79,8.53E-20
CG13692,chr2L,0,male,1,2.82,2.09,0.000111447
CG13671,chr3L,0,female,12,2.94,6.79,3.24E-22
CG13836,chr3R,0,unbiased,1,1.59,1.74,0.460888399
CG13804,chr3L,0,female,2,1.81,10.05,1.77E-22
CG13803,chr3L,0,unbiased,0,1.4,1.4,0.977276877
CG13802,chr3L,0,NA,NA,NA,NA,NA
CG13800,chr3L,0,unbiased,4,2.63,3.53,0.001798444
CG1380,chr2R,0,male,2,10.46,1.81,2.87E-20
CG13796,chr2L,0,unbiased,9,2.23,2.79,0.030255895
CG13792,chr2L,0,unbiased,1,2.46,2.58,0.363997015
CG13791,chr2L,0,unbiased,0,1.49,1.78,0.026746365
CG13788,chr2L,0,unbiased,2,1.35,1.45,0.52636816
CG13787,chr2L,0,unbiased,1,2.36,2.08,0.078121896
CG13806,chr3L,0,male,5,3.71,2.36,8.93E-06
CG13807,chr3L,0,unbiased,0,5.59,5.74,0.420653217
CG13833,chr3R,0,unbiased,2,1.98,1.99,0.985072066
CG13830,chr3R,0,unbiased,3,1.89,2.26,0.14042326
CG13827,chr3R,0,female,12,4.09,6.49,2.93E-13
CG13826,chr3R,0,unbiased,1,0.97,1.2,0.25529582
CG13822,chr3R,0,female,12,8.28,8.87,0.004881726
CG13814,chr3L,0,unbiased,1,2.31,2.73,0.048638253
CG13811,chr3L,0,unbiased,0,1.86,2.28,0.026005897
CG13810,chr3L,0,unbiased,1,1.78,1.96,0.184920288
CG1381,chr2R,0,female,12,4.69,8.3,2.62E-23
CG13809,chr3L,0,unbiased,2,1.78,2.13,0.016332329
CG13786,chr2L,0,unbiased,0,2.1,2.36,0.117106706
CG13784,chr2L,0,female,12,4.04,4.27,0.0467744
CG13760,chrX,0,female,6,3.01,6.09,2.49E-15
CG13759,chrX,0,male,5,4.98,2.15,1.76E-15
CG13758,chrX,0,unbiased,4,2.36,2.67,0.129326525
CG13751,chr2R,0,male,12,7.73,6.87,4.97E-09
CG13749,chr2R,0,unbiased,0,1.91,2.24,0.037313236
CG13748,chr2R,0,unbiased,1,2.37,2.56,0.644112383
CG13747,chr2R,0,male,2,12.05,2.05,1.14E-19
CG13746,chr2R,0,female,10,7.79,8.46,0.000479111
CG13745,chr2R,0,female,4,3.51,4.63,6.09E-09
CG13744,chr2R,0,unbiased,0,2.13,2.21,0.59875452
CG13761,chrX,0,female,4,2.83,5.86,2.57E-19
CG13762,chrX,0,male,2,7.31,1.91,8.78E-24
CG13780,chr2L,0,male,7,1.99,1.2,0.006277849
CG1378,chr3R,0,unbiased,0,1.51,1.66,0.295603344
CG13779,chr2L,0,female,12,9.4,11.32,2.56E-21
CG13778,chr2L,0,female,2,2.79,4.28,4.18E-07
CG13777,chr2L,0,female,12,8.44,9.4,4.01E-10
CG13776,chr2L,0,male,6,6.6,4.35,2.72E-13
CG13775,chr2L,0,female,1,1.83,3.58,2.89E-13
CG13773,chr2L,0,female,12,4.72,9.2,7.03E-27
CG13772,chr2L,0,unbiased,3,1.87,1.82,0.745317367
CG13766,chr2L,0,female,6,3.14,5.85,3.49E-18
CG13743,chr2R,0,unbiased,3,1.38,1.5,0.459067401
CG14186,chr3L,0,unbiased,4,1.42,1.56,0.419694878
CG14168,chr3L,0,unbiased,0,1.69,1.95,0.087527599
CG14167,chr3L,0,unbiased,3,2.04,2.19,0.544854806
CG14164,chr3L,0,NA,NA,NA,NA,NA
CG14162,chr3L,0,female,2,1.72,2.4,2.26E-06
CG14160,chr3L,0,unbiased,4,2.56,2.56,0.980225481
CG1416,chr2L,0,female,12,10.05,11.4,7.66E-18
CG14157,chr3L,0,unbiased,1,1.49,1.9,0.002538288
CG14156,chr3L,0,unbiased,0,1.51,1.72,0.10592204
CG14154,chr3L,0,male,2,10.3,2.16,2.28E-18
CG14153,chr3L,0,unbiased,3,2.46,1.76,0.000121601
CG1417,chrX,0,female,12,4.53,9.45,6.69E-29
CG14173,chr3L,0,unbiased,0,1.64,2.11,0.001036585
CG14185,chr3L,0,unbiased,0,2.27,2.8,0.003797094
CG14184,chr3L,0,female,12,6.89,9.12,6.91E-25
CG14183,chr3L,0,male,3,10.61,1.91,1.46E-22
CG14182,chr3L,0,female,9,2.58,6.41,5.61E-19
CG14181,chr3L,0,female,12,5.25,6.53,1.53E-08
CG14180,chr3L,0,male,3,4.98,1.52,5.03E-17
CG1418,chr2R,0,male,12,11.65,7.67,2.04E-17
CG14177,chr3L,0,unbiased,0,1.87,2.08,0.200924468
CG14176,chr3L,0,unbiased,0,1.71,1.72,0.959419653
CG14174,chr3L,0,male,9,8.53,5.88,1.89E-11
CG14151,chr3L,0,male,3,9.63,2.64,6.82E-23
CG14149,chr3L,0,female,12,3.36,6.83,8.84E-20
CG14126,chr3L,0,unbiased,0,1.49,1.87,0.00196406
CG14125,chr3L,0,unbiased,2,1.74,2.17,0.68231133
CG14122,chr3L,0,unbiased,1,1.99,1.99,0.967533872
CG14121,chr3L,0,male,5,4.67,4.19,0.025157152
CG14120,chr3L,0,unbiased,3,1.96,2.31,0.38601483
CG1412,chrX,0,NA,NA,NA,NA,NA
CG14119,chr3L,0,unbiased,0,1.92,2.28,0.022433635
CG14118,chr3L,0,unbiased,1,2,2.65,2.09E-05
CG14115,chr3L,0,unbiased,1,1.67,2.02,0.013778565
CG14113,chr3L,0,male,2,11.01,1.9,2.60E-21
CG14127,chr3L,0,unbiased,0,1.67,1.78,0.34599873
CG14130,chr3L,0,female,12,4.57,5.03,0.013355501
CG14147,chr3L,0,unbiased,0,1.78,2.36,0.005065667
CG14145,chr3L,0,female,12,3.55,6.47,5.24E-20
CG14142,chr3L,0,unbiased,2,1.91,1.81,0.648959591
CG14141,chr3L,0,unbiased,3,1.62,1.84,0.099389648
CG1414,chrX,0,NA,NA,NA,NA,NA
CG14137,chr3L,0,unbiased,0,2.48,2.72,0.129638049
CG14135,chr3L,0,unbiased,0,1.9,2.55,0.00010619
CG14133,chr3L,0,female,9,4,5.53,9.97E-08
CG14132,chr3L,0,unbiased,3,2.19,2.58,0.091718153
CG14131,chr3L,0,female,9,2.53,4.05,1.05E-13
CG14112,chr3L,0,unbiased,0,2,2.37,0.016918471
CG14246,chr3R,0,NA,NA,NA,NA,NA
CG14232,chrX,0,male,12,8.66,7.89,5.91E-07
CG14231,chrX,0,female,11,3.53,6.32,1.99E-19
CG14230,chrX,0,female,1,2.29,6.9,8.27E-24
CG14229,chrX,0,female,12,9.13,9.67,4.05E-07
CG14228,chrX,0,female,12,3.63,7.59,9.76E-22
CG14226,chrX,0,female,12,6.9,9.23,1.07E-16
CG14224,chrX,0,female,12,8.27,8.88,3.85E-05
CG14223,chrX,0,female,1,2.39,3.02,6.48E-05
CG14222,chrX,0,female,12,5.2,9.67,4.04E-29
CG14221,chrX,0,unbiased,1,1.54,2.15,5.53E-05
CG14233,chrX,0,male,7,4.45,3.73,0.003084545
CG14234,chrX,0,unbiased,4,1.46,1.45,0.967433959
CG14245,chr3R,0,NA,NA,NA,NA,NA
CG14244,chr3R,0,unbiased,0,2.39,2.56,0.261673705
CG14243,chr3R,0,unbiased,0,1.81,2.36,0.001760091
CG14242,chr3R,0,unbiased,0,1.35,1.5,0.514005688
CG14240,chr3R,0,male,1,6.03,2.51,1.67E-25
CG1424,chrX,0,female,8,2.6,7.5,4.66E-21
CG14239,chr3R,0,unbiased,0,1.65,1.88,0.025923818
CG14238,chr3R,0,unbiased,0,1.48,1.79,0.046892628
CG14237,chr3R,0,unbiased,0,2.09,2.1,0.958146786
CG14235,chrX,0,female,12,10.55,11.9,4.36E-20
CG14220,chrX,0,female,9,4.39,7.33,1.06E-19
